"","Cow","date","question_num","HIT","Worker_id","GS_round","GS"
"1",7045,"5/13/21",1,0,"DW",1,2
"2",7045,"5/13/21",1,0,"DW",2,2
"3",7045,"5/13/21",1,0,"RD",1,2
"4",7045,"5/13/21",1,0,"AS",1,2
"5",7045,"5/13/21",1,0,"HE",1,2
"6",7045,"5/13/21",1,0,"DW",3,2
"7",7045,"5/13/21",1,0,"HE",2,2
"8",7045,"5/13/21",1,0,"AS",2,2
"9",7045,"5/13/21",1,0,"RD",2,2
"11",7045,"5/13/21",1,0,"RD",3,2
"12",7045,"5/13/21",1,0,"HE",3,2
"13",5087,"5/28/21",2,0,"DW",1,4
"14",5087,"5/28/21",2,0,"DW",2,4
"15",5087,"5/28/21",2,0,"RD",1,4
"16",5087,"5/28/21",2,0,"AS",1,4
"17",5087,"5/28/21",2,0,"HE",1,4
"18",5087,"5/28/21",2,0,"DW",3,4
"19",5087,"5/28/21",2,0,"HE",2,4
"20",5087,"5/28/21",2,0,"AS",2,4
"21",5087,"5/28/21",2,0,"RD",2,3
"23",5087,"5/28/21",2,0,"RD",3,3
"24",5087,"5/28/21",2,0,"HE",3,4
"25",6046,"6/4/21",3,0,"DW",1,2
"26",6046,"6/4/21",3,0,"DW",2,2
"27",6046,"6/4/21",3,0,"RD",1,2
"28",6046,"6/4/21",3,0,"AS",1,2
"29",6046,"6/4/21",3,0,"HE",1,2
"30",6046,"6/4/21",3,0,"DW",3,2
"31",6046,"6/4/21",3,0,"HE",2,2
"32",6046,"6/4/21",3,0,"AS",2,2
"33",6046,"6/4/21",3,0,"RD",2,3
"35",6046,"6/4/21",3,0,"RD",3,2
"36",6046,"6/4/21",3,0,"HE",3,2
"37",7138,"6/4/21",4,0,"DW",1,2
"38",7138,"6/4/21",4,0,"DW",2,2
"39",7138,"6/4/21",4,0,"RD",1,2
"40",7138,"6/4/21",4,0,"AS",1,3
"41",7138,"6/4/21",4,0,"HE",1,2
"42",7138,"6/4/21",4,0,"DW",3,2
"43",7138,"6/4/21",4,0,"HE",2,2
"44",7138,"6/4/21",4,0,"AS",2,3
"45",7138,"6/4/21",4,0,"RD",2,2
"47",7138,"6/4/21",4,0,"RD",3,3
"48",7138,"6/4/21",4,0,"HE",3,4
"49",6068,"5/28/21",5,0,"DW",1,2
"50",6068,"5/28/21",5,0,"DW",2,2
"51",6068,"5/28/21",5,0,"RD",1,2
"52",6068,"5/28/21",5,0,"AS",1,3
"53",6068,"5/28/21",5,0,"HE",1,3
"54",6068,"5/28/21",5,0,"DW",3,2
"55",6068,"5/28/21",5,0,"HE",2,4
"56",6068,"5/28/21",5,0,"AS",2,3
"57",6068,"5/28/21",5,0,"RD",2,2
"59",6068,"5/28/21",5,0,"RD",3,3
"60",6068,"5/28/21",5,0,"HE",3,3
"61",6029,"5/13/21",6,0,"DW",1,2
"62",6029,"5/13/21",6,0,"DW",2,2
"63",6029,"5/13/21",6,0,"RD",1,2
"64",6029,"5/13/21",6,0,"AS",1,2
"65",6029,"5/13/21",6,0,"HE",1,2
"66",6029,"5/13/21",6,0,"DW",3,2
"67",6029,"5/13/21",6,0,"HE",2,2
"68",6029,"5/13/21",6,0,"AS",2,2
"69",6029,"5/13/21",6,0,"RD",2,3
"71",6029,"5/13/21",6,0,"RD",3,2
"72",6029,"5/13/21",6,0,"HE",3,2
"73",7064,"6/4/21",7,0,"DW",1,2
"74",7064,"6/4/21",7,0,"DW",2,2
"75",7064,"6/4/21",7,0,"RD",1,2
"76",7064,"6/4/21",7,0,"AS",1,3
"77",7064,"6/4/21",7,0,"HE",1,2
"78",7064,"6/4/21",7,0,"DW",3,2
"79",7064,"6/4/21",7,0,"HE",2,2
"80",7064,"6/4/21",7,0,"AS",2,3
"81",7064,"6/4/21",7,0,"RD",2,3
"83",7064,"6/4/21",7,0,"RD",3,2
"84",7064,"6/4/21",7,0,"HE",3,2
"85",6095,"5/28/21",8,0,"DW",1,3
"86",6095,"5/28/21",8,0,"DW",2,3
"87",6095,"5/28/21",8,0,"RD",1,3
"88",6095,"5/28/21",8,0,"AS",1,3
"89",6095,"5/28/21",8,0,"HE",1,3
"90",6095,"5/28/21",8,0,"DW",3,3
"91",6095,"5/28/21",8,0,"HE",2,2
"92",6095,"5/28/21",8,0,"AS",2,3
"93",6095,"5/28/21",8,0,"RD",2,2
"95",6095,"5/28/21",8,0,"RD",3,3
"96",6095,"5/28/21",8,0,"HE",3,2
"97",6086,"6/11/21",9,0,"DW",1,3
"98",6086,"6/11/21",9,0,"DW",2,2
"99",6086,"6/11/21",9,0,"RD",1,3
"100",6086,"6/11/21",9,0,"AS",1,3
"101",6086,"6/11/21",9,0,"HE",1,4
"102",6086,"6/11/21",9,0,"DW",3,2
"103",6086,"6/11/21",9,0,"HE",2,4
"104",6086,"6/11/21",9,0,"AS",2,3
"105",6086,"6/11/21",9,0,"RD",2,3
"107",6086,"6/11/21",9,0,"RD",3,3
"108",6086,"6/11/21",9,0,"HE",3,4
"109",6062,"6/11/21",10,0,"DW",1,3
"110",6062,"6/11/21",10,0,"DW",2,3
"111",6062,"6/11/21",10,0,"RD",1,3
"112",6062,"6/11/21",10,0,"AS",1,2
"113",6062,"6/11/21",10,0,"HE",1,3
"114",6062,"6/11/21",10,0,"DW",3,2
"115",6062,"6/11/21",10,0,"HE",2,3
"116",6062,"6/11/21",10,0,"AS",2,2
"117",6062,"6/11/21",10,0,"RD",2,3
"119",6062,"6/11/21",10,0,"RD",3,3
"120",6062,"6/11/21",10,0,"HE",3,2
"121",6096,"4/30/21",11,0,"DW",1,2
"122",6096,"4/30/21",11,0,"DW",2,2
"123",6096,"4/30/21",11,0,"RD",1,2
"124",6096,"4/30/21",11,0,"AS",1,3
"125",6096,"4/30/21",11,0,"HE",1,2
"126",6096,"4/30/21",11,0,"DW",3,2
"127",6096,"4/30/21",11,0,"HE",2,2
"128",6096,"4/30/21",11,0,"AS",2,3
"129",6096,"4/30/21",11,0,"RD",2,3
"131",6096,"4/30/21",11,0,"RD",3,2
"132",6096,"4/30/21",11,0,"HE",3,2
"133",5064,"6/11/21",12,0,"DW",1,2
"134",5064,"6/11/21",12,0,"DW",2,2
"135",5064,"6/11/21",12,0,"RD",1,2
"136",5064,"6/11/21",12,0,"AS",1,2
"137",5064,"6/11/21",12,0,"HE",1,2
"138",5064,"6/11/21",12,0,"DW",3,2
"139",5064,"6/11/21",12,0,"HE",2,3
"140",5064,"6/11/21",12,0,"AS",2,2
"141",5064,"6/11/21",12,0,"RD",2,2
"143",5064,"6/11/21",12,0,"RD",3,2
"144",5064,"6/11/21",12,0,"HE",3,3
"145",7116,"6/4/21",13,0,"DW",1,3
"146",7116,"6/4/21",13,0,"DW",2,3
"147",7116,"6/4/21",13,0,"RD",1,3
"148",7116,"6/4/21",13,0,"AS",1,2
"149",7116,"6/4/21",13,0,"HE",1,3
"150",7116,"6/4/21",13,0,"DW",3,4
"151",7116,"6/4/21",13,0,"HE",2,2
"152",7116,"6/4/21",13,0,"AS",2,2
"153",7116,"6/4/21",13,0,"RD",2,3
"155",7116,"6/4/21",13,0,"RD",3,3
"156",7116,"6/4/21",13,0,"HE",3,2
"157",7136,"6/11/21",14,0,"DW",1,2
"158",7136,"6/11/21",14,0,"DW",2,3
"159",7136,"6/11/21",14,0,"RD",1,3
"160",7136,"6/11/21",14,0,"AS",1,2
"161",7136,"6/11/21",14,0,"HE",1,2
"162",7136,"6/11/21",14,0,"DW",3,2
"163",7136,"6/11/21",14,0,"HE",2,2
"164",7136,"6/11/21",14,0,"AS",2,2
"165",7136,"6/11/21",14,0,"RD",2,2
"167",7136,"6/11/21",14,0,"RD",3,2
"168",7136,"6/11/21",14,0,"HE",3,2
"169",7128,"4/1/21",15,0,"DW",1,2
"170",7128,"4/1/21",15,0,"DW",2,2
"171",7128,"4/1/21",15,0,"RD",1,3
"172",7128,"4/1/21",15,0,"AS",1,2
"173",7128,"4/1/21",15,0,"HE",1,2
"174",7128,"4/1/21",15,0,"DW",3,2
"175",7128,"4/1/21",15,0,"HE",2,2
"176",7128,"4/1/21",15,0,"AS",2,2
"177",7128,"4/1/21",15,0,"RD",2,3
"179",7128,"4/1/21",15,0,"RD",3,2
"180",7128,"4/1/21",15,0,"HE",3,2
"181",4035,"5/28/21",16,0,"DW",1,3
"182",4035,"5/28/21",16,0,"DW",2,3
"183",4035,"5/28/21",16,0,"RD",1,4
"184",4035,"5/28/21",16,0,"AS",1,4
"185",4035,"5/28/21",16,0,"HE",1,3
"186",4035,"5/28/21",16,0,"DW",3,3
"187",4035,"5/28/21",16,0,"HE",2,3
"188",4035,"5/28/21",16,0,"AS",2,4
"189",4035,"5/28/21",16,0,"RD",2,3
"191",4035,"5/28/21",16,0,"RD",3,2
"192",4035,"5/28/21",16,0,"HE",3,2
"193",4026,"4/9/21",17,0,"DW",1,2
"194",4026,"4/9/21",17,0,"DW",2,2
"195",4026,"4/9/21",17,0,"RD",1,2
"196",4026,"4/9/21",17,0,"AS",1,3
"197",4026,"4/9/21",17,0,"HE",1,2
"198",4026,"4/9/21",17,0,"DW",3,2
"199",4026,"4/9/21",17,0,"HE",2,2
"200",4026,"4/9/21",17,0,"AS",2,3
"201",4026,"4/9/21",17,0,"RD",2,2
"203",4026,"4/9/21",17,0,"RD",3,2
"204",4026,"4/9/21",17,0,"HE",3,2
"205",6094,"6/4/21",18,0,"DW",1,2
"206",6094,"6/4/21",18,0,"DW",2,2
"207",6094,"6/4/21",18,0,"RD",1,2
"208",6094,"6/4/21",18,0,"AS",1,3
"209",6094,"6/4/21",18,0,"HE",1,2
"210",6094,"6/4/21",18,0,"DW",3,2
"211",6094,"6/4/21",18,0,"HE",2,2
"212",6094,"6/4/21",18,0,"AS",2,3
"213",6094,"6/4/21",18,0,"RD",2,2
"215",6094,"6/4/21",18,0,"RD",3,2
"216",6094,"6/4/21",18,0,"HE",3,2
"217",6025,"4/1/21",19,0,"DW",1,3
"218",6025,"4/1/21",19,0,"DW",2,3
"219",6025,"4/1/21",19,0,"RD",1,3
"220",6025,"4/1/21",19,0,"AS",1,3
"221",6025,"4/1/21",19,0,"HE",1,2
"222",6025,"4/1/21",19,0,"DW",3,2
"223",6025,"4/1/21",19,0,"HE",2,2
"224",6025,"4/1/21",19,0,"AS",2,2
"225",6025,"4/1/21",19,0,"RD",2,2
"227",6025,"4/1/21",19,0,"RD",3,2
"228",6025,"4/1/21",19,0,"HE",3,2
"229",6053,"6/11/21",20,0,"DW",1,2
"230",6053,"6/11/21",20,0,"DW",2,2
"231",6053,"6/11/21",20,0,"RD",1,3
"232",6053,"6/11/21",20,0,"AS",1,3
"233",6053,"6/11/21",20,0,"HE",1,2
"234",6053,"6/11/21",20,0,"DW",3,3
"235",6053,"6/11/21",20,0,"HE",2,2
"236",6053,"6/11/21",20,0,"AS",2,2
"237",6053,"6/11/21",20,0,"RD",2,3
"239",6053,"6/11/21",20,0,"RD",3,3
"240",6053,"6/11/21",20,0,"HE",3,2
"241",8083,"5/21/21",21,0,"DW",1,2
"242",8083,"5/21/21",21,0,"DW",2,2
"243",8083,"5/21/21",21,0,"RD",1,2
"244",8083,"5/21/21",21,0,"AS",1,3
"245",8083,"5/21/21",21,0,"HE",1,2
"246",8083,"5/21/21",21,0,"DW",3,3
"247",8083,"5/21/21",21,0,"HE",2,2
"248",8083,"5/21/21",21,0,"AS",2,3
"249",8083,"5/21/21",21,0,"RD",2,2
"251",8083,"5/21/21",21,0,"RD",3,2
"252",8083,"5/21/21",21,0,"HE",3,2
"253",4008,"5/28/21",22,0,"DW",1,2
"254",4008,"5/28/21",22,0,"DW",2,3
"255",4008,"5/28/21",22,0,"RD",1,3
"256",4008,"5/28/21",22,0,"AS",1,2
"257",4008,"5/28/21",22,0,"HE",1,2
"258",4008,"5/28/21",22,0,"DW",3,3
"259",4008,"5/28/21",22,0,"HE",2,2
"260",4008,"5/28/21",22,0,"AS",2,2
"261",4008,"5/28/21",22,0,"RD",2,2
"263",4008,"5/28/21",22,0,"RD",3,2
"264",4008,"5/28/21",22,0,"HE",3,2
"265",7114,"5/28/21",23,0,"DW",1,2
"266",7114,"5/28/21",23,0,"DW",2,2
"267",7114,"5/28/21",23,0,"RD",1,2
"268",7114,"5/28/21",23,0,"AS",1,2
"269",7114,"5/28/21",23,0,"HE",1,2
"270",7114,"5/28/21",23,0,"DW",3,2
"271",7114,"5/28/21",23,0,"HE",2,2
"272",7114,"5/28/21",23,0,"AS",2,2
"273",7114,"5/28/21",23,0,"RD",2,2
"275",7114,"5/28/21",23,0,"RD",3,2
"276",7114,"5/28/21",23,0,"HE",3,2
"277",7109,"5/7/21",24,0,"DW",1,2
"278",7109,"5/7/21",24,0,"DW",2,2
"279",7109,"5/7/21",24,0,"RD",1,3
"280",7109,"5/7/21",24,0,"AS",1,3
"281",7109,"5/7/21",24,0,"HE",1,2
"282",7109,"5/7/21",24,0,"DW",3,2
"283",7109,"5/7/21",24,0,"HE",2,2
"284",7109,"5/7/21",24,0,"AS",2,2
"285",7109,"5/7/21",24,0,"RD",2,2
"287",7109,"5/7/21",24,0,"RD",3,2
"288",7109,"5/7/21",24,0,"HE",3,2
"289",6088,"6/4/21",25,0,"DW",1,3
"290",6088,"6/4/21",25,0,"DW",2,4
"291",6088,"6/4/21",25,0,"RD",1,4
"292",6088,"6/4/21",25,0,"AS",1,4
"293",6088,"6/4/21",25,0,"HE",1,3
"294",6088,"6/4/21",25,0,"DW",3,4
"295",6088,"6/4/21",25,0,"HE",2,3
"296",6088,"6/4/21",25,0,"AS",2,4
"297",6088,"6/4/21",25,0,"RD",2,4
"299",6088,"6/4/21",25,0,"RD",3,4
"300",6088,"6/4/21",25,0,"HE",3,3
"301",5118,"5/7/21",26,0,"DW",1,2
"302",5118,"5/7/21",26,0,"DW",2,2
"303",5118,"5/7/21",26,0,"RD",1,2
"304",5118,"5/7/21",26,0,"AS",1,3
"305",5118,"5/7/21",26,0,"HE",1,2
"306",5118,"5/7/21",26,0,"DW",3,3
"307",5118,"5/7/21",26,0,"HE",2,2
"308",5118,"5/7/21",26,0,"AS",2,3
"309",5118,"5/7/21",26,0,"RD",2,2
"311",5118,"5/7/21",26,0,"RD",3,2
"312",5118,"5/7/21",26,0,"HE",3,2
"313",7163,"5/21/21",27,0,"DW",1,2
"314",7163,"5/21/21",27,0,"DW",2,2
"315",7163,"5/21/21",27,0,"RD",1,2
"316",7163,"5/21/21",27,0,"AS",1,3
"317",7163,"5/21/21",27,0,"HE",1,2
"318",7163,"5/21/21",27,0,"DW",3,2
"319",7163,"5/21/21",27,0,"HE",2,2
"320",7163,"5/21/21",27,0,"AS",2,2
"321",7163,"5/21/21",27,0,"RD",2,3
"323",7163,"5/21/21",27,0,"RD",3,2
"324",7163,"5/21/21",27,0,"HE",3,2
"325",6092,"6/11/21",28,0,"DW",1,2
"326",6092,"6/11/21",28,0,"DW",2,2
"327",6092,"6/11/21",28,0,"RD",1,2
"328",6092,"6/11/21",28,0,"AS",1,3
"329",6092,"6/11/21",28,0,"HE",1,2
"330",6092,"6/11/21",28,0,"DW",3,2
"331",6092,"6/11/21",28,0,"HE",2,2
"332",6092,"6/11/21",28,0,"AS",2,2
"333",6092,"6/11/21",28,0,"RD",2,2
"335",6092,"6/11/21",28,0,"RD",3,2
"336",6092,"6/11/21",28,0,"HE",3,2
"337",7060,"6/4/21",29,0,"DW",1,2
"338",7060,"6/4/21",29,0,"DW",2,3
"339",7060,"6/4/21",29,0,"RD",1,2
"340",7060,"6/4/21",29,0,"AS",1,3
"341",7060,"6/4/21",29,0,"HE",1,2
"342",7060,"6/4/21",29,0,"DW",3,2
"343",7060,"6/4/21",29,0,"HE",2,2
"344",7060,"6/4/21",29,0,"AS",2,3
"345",7060,"6/4/21",29,0,"RD",2,2
"347",7060,"6/4/21",29,0,"RD",3,2
"348",7060,"6/4/21",29,0,"HE",3,2
"349",7153,"6/4/21",30,0,"DW",1,3
"350",7153,"6/4/21",30,0,"DW",2,2
"351",7153,"6/4/21",30,0,"RD",1,2
"352",7153,"6/4/21",30,0,"AS",1,2
"353",7153,"6/4/21",30,0,"HE",1,2
"354",7153,"6/4/21",30,0,"DW",3,2
"355",7153,"6/4/21",30,0,"HE",2,2
"356",7153,"6/4/21",30,0,"AS",2,2
"357",7153,"6/4/21",30,0,"RD",2,2
"359",7153,"6/4/21",30,0,"RD",3,2
"360",7153,"6/4/21",30,0,"HE",3,2
"361",7045,"5/13/21",1,0,"Wali",1,2
"362",5087,"5/28/21",2,0,"Wali",1,4
"363",6046,"6/4/21",3,0,"Wali",1,3
"364",7138,"6/4/21",4,0,"Wali",1,2
"365",6068,"5/28/21",5,0,"Wali",1,2
"366",6029,"5/13/21",6,0,"Wali",1,2
"367",7064,"6/4/21",7,0,"Wali",1,2
"368",6095,"5/28/21",8,0,"Wali",1,3
"369",6086,"6/11/21",9,0,"Wali",1,2
"370",6062,"6/11/21",10,0,"Wali",1,2
"371",6096,"4/30/21",11,0,"Wali",1,3
"372",5064,"6/11/21",12,0,"Wali",1,2
"373",7116,"6/4/21",13,0,"Wali",1,2
"374",7136,"6/11/21",14,0,"Wali",1,2
"375",7128,"4/1/21",15,0,"Wali",1,3
"376",4035,"5/28/21",16,0,"Wali",1,3
"377",4026,"4/9/21",17,0,"Wali",1,2
"378",6094,"6/4/21",18,0,"Wali",1,2
"379",6025,"4/1/21",19,0,"Wali",1,2
"380",6053,"6/11/21",20,0,"Wali",1,3
"381",8083,"5/21/21",21,0,"Wali",1,3
"382",4008,"5/28/21",22,0,"Wali",1,2
"383",7114,"5/28/21",23,0,"Wali",1,2
"384",7109,"5/7/21",24,0,"Wali",1,2
"385",6088,"6/4/21",25,0,"Wali",1,3
"386",5118,"5/7/21",26,0,"Wali",1,2
"387",7163,"5/21/21",27,0,"Wali",1,2
"388",6092,"6/11/21",28,0,"Wali",1,2
"389",7060,"6/4/21",29,0,"Wali",1,3
"390",7153,"6/4/21",30,0,"Wali",1,2
"391",7045,"5/13/21",1,0,"Wali",2,2
"392",5087,"5/28/21",2,0,"Wali",2,4
"393",6046,"6/4/21",3,0,"Wali",2,2
"394",7138,"6/4/21",4,0,"Wali",2,2
"395",6068,"5/28/21",5,0,"Wali",2,3
"396",6029,"5/13/21",6,0,"Wali",2,2
"397",7064,"6/4/21",7,0,"Wali",2,2
"398",6095,"5/28/21",8,0,"Wali",2,2
"399",6086,"6/11/21",9,0,"Wali",2,3
"400",6062,"6/11/21",10,0,"Wali",2,2
"401",6096,"4/30/21",11,0,"Wali",2,3
"402",5064,"6/11/21",12,0,"Wali",2,2
"403",7116,"6/4/21",13,0,"Wali",2,2
"404",7136,"6/11/21",14,0,"Wali",2,2
"405",7128,"4/1/21",15,0,"Wali",2,2
"406",4035,"5/28/21",16,0,"Wali",2,3
"407",4026,"4/9/21",17,0,"Wali",2,2
"408",6094,"6/4/21",18,0,"Wali",2,2
"409",6025,"4/1/21",19,0,"Wali",2,2
"410",6053,"6/11/21",20,0,"Wali",2,2
"411",8083,"5/21/21",21,0,"Wali",2,2
"412",4008,"5/28/21",22,0,"Wali",2,2
"413",7114,"5/28/21",23,0,"Wali",2,2
"414",7109,"5/7/21",24,0,"Wali",2,2
"415",6088,"6/4/21",25,0,"Wali",2,3
"416",5118,"5/7/21",26,0,"Wali",2,2
"417",7163,"5/21/21",27,0,"Wali",2,2
"418",6092,"6/11/21",28,0,"Wali",2,2
"419",7060,"6/4/21",29,0,"Wali",2,2
"420",7153,"6/4/21",30,0,"Wali",2,2
"421",7045,"5/13/21",1,0,"Wali",3,2
"422",5087,"5/28/21",2,0,"Wali",3,4
"423",6046,"6/4/21",3,0,"Wali",3,2
"424",7138,"6/4/21",4,0,"Wali",3,2
"425",6068,"5/28/21",5,0,"Wali",3,2
"426",6029,"5/13/21",6,0,"Wali",3,2
"427",7064,"6/4/21",7,0,"Wali",3,2
"428",6095,"5/28/21",8,0,"Wali",3,2
"429",6086,"6/11/21",9,0,"Wali",3,2
"430",6062,"6/11/21",10,0,"Wali",3,2
"431",6096,"4/30/21",11,0,"Wali",3,2
"432",5064,"6/11/21",12,0,"Wali",3,2
"433",7116,"6/4/21",13,0,"Wali",3,2
"434",7136,"6/11/21",14,0,"Wali",3,2
"435",7128,"4/1/21",15,0,"Wali",3,2
"436",4035,"5/28/21",16,0,"Wali",3,3
"437",4026,"4/9/21",17,0,"Wali",3,3
"438",6094,"6/4/21",18,0,"Wali",3,2
"439",6025,"4/1/21",19,0,"Wali",3,2
"440",6053,"6/11/21",20,0,"Wali",3,2
"441",8083,"5/21/21",21,0,"Wali",3,2
"442",4008,"5/28/21",22,0,"Wali",3,2
"443",7114,"5/28/21",23,0,"Wali",3,2
"444",7109,"5/7/21",24,0,"Wali",3,2
"445",6088,"6/4/21",25,0,"Wali",3,4
"446",5118,"5/7/21",26,0,"Wali",3,2
"447",7163,"5/21/21",27,0,"Wali",3,2
"448",6092,"6/11/21",28,0,"Wali",3,2
"449",7060,"6/4/21",29,0,"Wali",3,2
"450",7153,"6/4/21",30,0,"Wali",3,2
"451",7045,"5/13/21",1,0,"AS",3,2
"452",5087,"5/28/21",2,0,"AS",3,4
"453",6046,"6/4/21",3,0,"AS",3,2
"454",7138,"6/4/21",4,0,"AS",3,2
"455",6068,"5/28/21",5,0,"AS",3,3
"456",6029,"5/13/21",6,0,"AS",3,2
"457",7064,"6/4/21",7,0,"AS",3,3
"458",6095,"5/28/21",8,0,"AS",3,3
"459",6086,"6/11/21",9,0,"AS",3,3
"460",6062,"6/11/21",10,0,"AS",3,2
"461",6096,"4/30/21",11,0,"AS",3,3
"462",5064,"6/11/21",12,0,"AS",3,2
"463",7116,"6/4/21",13,0,"AS",3,2
"464",7136,"6/11/21",14,0,"AS",3,2
"465",7128,"4/1/21",15,0,"AS",3,3
"466",4035,"5/28/21",16,0,"AS",3,3
"467",4026,"4/9/21",17,0,"AS",3,2
"468",6094,"6/4/21",18,0,"AS",3,2
"469",6025,"4/1/21",19,0,"AS",3,3
"470",6053,"6/11/21",20,0,"AS",3,3
"471",8083,"5/21/21",21,0,"AS",3,2
"472",4008,"5/28/21",22,0,"AS",3,2
"473",7114,"5/28/21",23,0,"AS",3,2
"474",7109,"5/7/21",24,0,"AS",3,2
"475",6088,"6/4/21",25,0,"AS",3,3
"476",5118,"5/7/21",26,0,"AS",3,3
"477",7163,"5/21/21",27,0,"AS",3,2
"478",6092,"6/11/21",28,0,"AS",3,2
"479",7060,"6/4/21",29,0,"AS",3,3
"480",7153,"6/4/21",30,0,"AS",3,2
