winner,loser,degree,expert
4008.0,5118.0,0.5,avg_D_W_N_S
6088.0,4008.0,1.0,avg_D_W_N_S
4008.0,6092.0,0.75,avg_D_W_N_S
4008.0,7060.0,1.25,avg_D_W_N_S
4008.0,7109.0,0.5,avg_D_W_N_S
4008.0,7114.0,0.75,avg_D_W_N_S
4008.0,7153.0,0.5,avg_D_W_N_S
4008.0,7163.0,0.25,avg_D_W_N_S
4008.0,4026.0,0.5,avg_D_W_N_S
4026.0,5118.0,0.5,avg_D_W_N_S
4026.0,6025.0,0.5,avg_D_W_N_S
4026.0,6053.0,0.0,avg_D_W_N_S
6088.0,4026.0,0.75,avg_D_W_N_S
4026.0,6092.0,0.75,avg_D_W_N_S
4026.0,6094.0,0.5,avg_D_W_N_S
4026.0,7060.0,0.75,avg_D_W_N_S
4026.0,7109.0,0.25,avg_D_W_N_S
4026.0,7114.0,0.25,avg_D_W_N_S
4026.0,7153.0,0.0,avg_D_W_N_S
4026.0,7163.0,0.5,avg_D_W_N_S
8083.0,4026.0,0.25,avg_D_W_N_S
4035.0,4008.0,1.25,avg_D_W_N_S
4035.0,4026.0,1.5,avg_D_W_N_S
4035.0,5118.0,1.5,avg_D_W_N_S
4035.0,6025.0,1.25,avg_D_W_N_S
4035.0,6053.0,1.75,avg_D_W_N_S
4035.0,6088.0,1.0,avg_D_W_N_S
4035.0,6092.0,1.25,avg_D_W_N_S
4035.0,6094.0,1.75,avg_D_W_N_S
4035.0,7060.0,1.75,avg_D_W_N_S
4035.0,7109.0,1.5,avg_D_W_N_S
4035.0,7114.0,1.25,avg_D_W_N_S
4035.0,7153.0,1.25,avg_D_W_N_S
4035.0,7163.0,1.25,avg_D_W_N_S
4035.0,8083.0,0.75,avg_D_W_N_S
4008.0,5064.0,0.5,avg_D_W_N_S
5064.0,4026.0,0.25,avg_D_W_N_S
4035.0,5064.0,1.75,avg_D_W_N_S
5064.0,5118.0,0.25,avg_D_W_N_S
6025.0,5064.0,0.5,avg_D_W_N_S
6053.0,5064.0,0.25,avg_D_W_N_S
6088.0,5064.0,0.75,avg_D_W_N_S
5064.0,6092.0,0.0,avg_D_W_N_S
5064.0,6094.0,0.25,avg_D_W_N_S
5064.0,7060.0,0.25,avg_D_W_N_S
7109.0,5064.0,0.5,avg_D_W_N_S
5064.0,7114.0,0.25,avg_D_W_N_S
7116.0,5064.0,0.75,avg_D_W_N_S
5064.0,7128.0,0.25,avg_D_W_N_S
5064.0,7136.0,0.25,avg_D_W_N_S
5064.0,7153.0,0.0,avg_D_W_N_S
7163.0,5064.0,0.25,avg_D_W_N_S
8083.0,5064.0,0.25,avg_D_W_N_S
5087.0,4008.0,1.75,avg_D_W_N_S
5087.0,4026.0,1.5,avg_D_W_N_S
5087.0,4035.0,0.5,avg_D_W_N_S
5087.0,5064.0,2.0,avg_D_W_N_S
5087.0,5118.0,2.25,avg_D_W_N_S
5087.0,6025.0,1.75,avg_D_W_N_S
5087.0,6029.0,2.0,avg_D_W_N_S
5087.0,6046.0,2.25,avg_D_W_N_S
5087.0,6053.0,2.0,avg_D_W_N_S
5087.0,6062.0,1.75,avg_D_W_N_S
5087.0,6068.0,1.75,avg_D_W_N_S
5087.0,6086.0,1.25,avg_D_W_N_S
5087.0,6088.0,1.5,avg_D_W_N_S
5087.0,6092.0,2.25,avg_D_W_N_S
5087.0,6094.0,1.75,avg_D_W_N_S
5087.0,6095.0,1.75,avg_D_W_N_S
5087.0,6096.0,2.25,avg_D_W_N_S
5087.0,7060.0,1.75,avg_D_W_N_S
5087.0,7064.0,2.0,avg_D_W_N_S
5087.0,7109.0,1.75,avg_D_W_N_S
5087.0,7114.0,2.0,avg_D_W_N_S
5087.0,7116.0,1.5,avg_D_W_N_S
5087.0,7128.0,1.75,avg_D_W_N_S
5087.0,7136.0,2.25,avg_D_W_N_S
5087.0,7138.0,1.75,avg_D_W_N_S
5087.0,7153.0,2.25,avg_D_W_N_S
5087.0,7163.0,2.25,avg_D_W_N_S
5087.0,8083.0,1.75,avg_D_W_N_S
5118.0,6092.0,0.5,avg_D_W_N_S
5118.0,7060.0,0.5,avg_D_W_N_S
5118.0,7153.0,0.0,avg_D_W_N_S
5118.0,7163.0,0.0,avg_D_W_N_S
4008.0,6025.0,0.25,avg_D_W_N_S
6025.0,5118.0,0.25,avg_D_W_N_S
6025.0,6053.0,0.25,avg_D_W_N_S
6088.0,6025.0,1.5,avg_D_W_N_S
6025.0,6092.0,0.25,avg_D_W_N_S
7060.0,6025.0,0.25,avg_D_W_N_S
6025.0,7109.0,0.5,avg_D_W_N_S
6025.0,7114.0,0.0,avg_D_W_N_S
6025.0,7153.0,0.25,avg_D_W_N_S
6025.0,7163.0,0.0,avg_D_W_N_S
8083.0,6025.0,1.0,avg_D_W_N_S
4008.0,6029.0,0.75,avg_D_W_N_S
4026.0,6029.0,0.75,avg_D_W_N_S
4035.0,6029.0,1.75,avg_D_W_N_S
5064.0,6029.0,0.5,avg_D_W_N_S
5118.0,6029.0,0.25,avg_D_W_N_S
6025.0,6029.0,0.5,avg_D_W_N_S
6053.0,6029.0,0.25,avg_D_W_N_S
6062.0,6029.0,1.0,avg_D_W_N_S
6086.0,6029.0,1.25,avg_D_W_N_S
6088.0,6029.0,1.25,avg_D_W_N_S
6092.0,6029.0,0.25,avg_D_W_N_S
6094.0,6029.0,0.25,avg_D_W_N_S
6095.0,6029.0,1.25,avg_D_W_N_S
6096.0,6029.0,0.75,avg_D_W_N_S
7060.0,6029.0,0.25,avg_D_W_N_S
7064.0,6029.0,0.5,avg_D_W_N_S
7109.0,6029.0,0.25,avg_D_W_N_S
6029.0,7114.0,0.0,avg_D_W_N_S
7116.0,6029.0,1.25,avg_D_W_N_S
7128.0,6029.0,0.75,avg_D_W_N_S
7136.0,6029.0,0.25,avg_D_W_N_S
7138.0,6029.0,1.0,avg_D_W_N_S
7153.0,6029.0,0.25,avg_D_W_N_S
7163.0,6029.0,0.5,avg_D_W_N_S
8083.0,6029.0,1.25,avg_D_W_N_S
4008.0,6046.0,0.75,avg_D_W_N_S
4026.0,6046.0,0.25,avg_D_W_N_S
4035.0,6046.0,1.75,avg_D_W_N_S
5064.0,6046.0,0.25,avg_D_W_N_S
5118.0,6046.0,0.25,avg_D_W_N_S
6025.0,6046.0,0.5,avg_D_W_N_S
6046.0,6029.0,0.0,avg_D_W_N_S
6053.0,6046.0,0.5,avg_D_W_N_S
6062.0,6046.0,0.5,avg_D_W_N_S
6068.0,6046.0,1.0,avg_D_W_N_S
6086.0,6046.0,1.5,avg_D_W_N_S
6088.0,6046.0,1.75,avg_D_W_N_S
6046.0,6092.0,0.0,avg_D_W_N_S
6094.0,6046.0,0.25,avg_D_W_N_S
6095.0,6046.0,0.5,avg_D_W_N_S
6096.0,6046.0,1.0,avg_D_W_N_S
6046.0,7060.0,0.25,avg_D_W_N_S
7064.0,6046.0,0.5,avg_D_W_N_S
7109.0,6046.0,0.25,avg_D_W_N_S
7114.0,6046.0,0.25,avg_D_W_N_S
7116.0,6046.0,1.0,avg_D_W_N_S
7128.0,6046.0,0.75,avg_D_W_N_S
7136.0,6046.0,0.25,avg_D_W_N_S
7138.0,6046.0,0.5,avg_D_W_N_S
6046.0,7153.0,0.0,avg_D_W_N_S
7163.0,6046.0,0.5,avg_D_W_N_S
8083.0,6046.0,0.75,avg_D_W_N_S
4008.0,6053.0,0.25,avg_D_W_N_S
6053.0,5118.0,0.0,avg_D_W_N_S
6088.0,6053.0,1.25,avg_D_W_N_S
6053.0,6092.0,0.0,avg_D_W_N_S
6053.0,7060.0,1.0,avg_D_W_N_S
6053.0,7109.0,0.25,avg_D_W_N_S
6053.0,7114.0,0.25,avg_D_W_N_S
6053.0,7153.0,0.0,avg_D_W_N_S
6053.0,7163.0,0.0,avg_D_W_N_S
8083.0,6053.0,0.5,avg_D_W_N_S
4008.0,6062.0,0.5,avg_D_W_N_S
4026.0,6062.0,0.25,avg_D_W_N_S
4035.0,6062.0,1.5,avg_D_W_N_S
6062.0,5064.0,0.5,avg_D_W_N_S
6062.0,5118.0,0.0,avg_D_W_N_S
6062.0,6025.0,0.0,avg_D_W_N_S
6053.0,6062.0,0.5,avg_D_W_N_S
6088.0,6062.0,1.25,avg_D_W_N_S
6092.0,6062.0,0.25,avg_D_W_N_S
6062.0,6094.0,0.0,avg_D_W_N_S
6096.0,6062.0,0.25,avg_D_W_N_S
6062.0,7060.0,0.5,avg_D_W_N_S
6062.0,7114.0,1.0,avg_D_W_N_S
7116.0,6062.0,1.0,avg_D_W_N_S
6062.0,7128.0,0.5,avg_D_W_N_S
6062.0,7136.0,0.5,avg_D_W_N_S
7153.0,6062.0,0.25,avg_D_W_N_S
6062.0,7163.0,0.25,avg_D_W_N_S
6062.0,8083.0,0.0,avg_D_W_N_S
4008.0,6068.0,0.75,avg_D_W_N_S
4026.0,6068.0,0.5,avg_D_W_N_S
4035.0,6068.0,1.5,avg_D_W_N_S
6068.0,5064.0,0.0,avg_D_W_N_S
6068.0,5118.0,0.75,avg_D_W_N_S
6025.0,6068.0,0.5,avg_D_W_N_S
6068.0,6029.0,0.25,avg_D_W_N_S
6068.0,6053.0,0.25,avg_D_W_N_S
6068.0,6062.0,0.0,avg_D_W_N_S
6086.0,6068.0,1.0,avg_D_W_N_S
6088.0,6068.0,0.75,avg_D_W_N_S
6068.0,6092.0,0.25,avg_D_W_N_S
6068.0,6094.0,0.25,avg_D_W_N_S
6095.0,6068.0,1.0,avg_D_W_N_S
6096.0,6068.0,0.5,avg_D_W_N_S
6068.0,7060.0,0.75,avg_D_W_N_S
7064.0,6068.0,0.25,avg_D_W_N_S
6068.0,7109.0,0.0,avg_D_W_N_S
6068.0,7114.0,0.25,avg_D_W_N_S
7116.0,6068.0,0.75,avg_D_W_N_S
6068.0,7128.0,0.0,avg_D_W_N_S
6068.0,7136.0,1.0,avg_D_W_N_S
6068.0,7153.0,0.25,avg_D_W_N_S
6068.0,7163.0,0.75,avg_D_W_N_S
8083.0,6068.0,0.5,avg_D_W_N_S
6086.0,4008.0,0.0,avg_D_W_N_S
4026.0,6086.0,0.25,avg_D_W_N_S
4035.0,6086.0,0.75,avg_D_W_N_S
6086.0,5064.0,0.75,avg_D_W_N_S
6086.0,5118.0,1.25,avg_D_W_N_S
6086.0,6025.0,0.5,avg_D_W_N_S
6086.0,6053.0,0.25,avg_D_W_N_S
6086.0,6062.0,0.25,avg_D_W_N_S
6088.0,6086.0,0.25,avg_D_W_N_S
6086.0,6092.0,0.75,avg_D_W_N_S
6086.0,6094.0,1.0,avg_D_W_N_S
6086.0,6096.0,0.75,avg_D_W_N_S
6086.0,7060.0,0.5,avg_D_W_N_S
6086.0,7109.0,1.0,avg_D_W_N_S
6086.0,7114.0,0.25,avg_D_W_N_S
6086.0,7116.0,0.0,avg_D_W_N_S
6086.0,7128.0,0.75,avg_D_W_N_S
6086.0,7136.0,1.0,avg_D_W_N_S
6086.0,7153.0,1.25,avg_D_W_N_S
6086.0,7163.0,0.5,avg_D_W_N_S
6086.0,8083.0,0.5,avg_D_W_N_S
6088.0,5118.0,1.5,avg_D_W_N_S
6088.0,6092.0,1.25,avg_D_W_N_S
6088.0,7060.0,1.25,avg_D_W_N_S
6088.0,7153.0,1.25,avg_D_W_N_S
6088.0,7163.0,1.25,avg_D_W_N_S
6092.0,7060.0,0.0,avg_D_W_N_S
6092.0,7114.0,0.0,avg_D_W_N_S
6092.0,7153.0,0.0,avg_D_W_N_S
4008.0,6094.0,0.75,avg_D_W_N_S
6094.0,5118.0,0.25,avg_D_W_N_S
6025.0,6094.0,0.5,avg_D_W_N_S
6053.0,6094.0,0.5,avg_D_W_N_S
6088.0,6094.0,1.25,avg_D_W_N_S
6094.0,6092.0,0.0,avg_D_W_N_S
7060.0,6094.0,0.25,avg_D_W_N_S
7109.0,6094.0,0.25,avg_D_W_N_S
7114.0,6094.0,0.25,avg_D_W_N_S
6094.0,7153.0,0.25,avg_D_W_N_S
7163.0,6094.0,0.25,avg_D_W_N_S
8083.0,6094.0,1.0,avg_D_W_N_S
6095.0,4008.0,0.0,avg_D_W_N_S
6095.0,4026.0,0.25,avg_D_W_N_S
4035.0,6095.0,1.0,avg_D_W_N_S
6095.0,5064.0,0.5,avg_D_W_N_S
6095.0,5118.0,1.0,avg_D_W_N_S
6095.0,6025.0,0.75,avg_D_W_N_S
6095.0,6053.0,0.5,avg_D_W_N_S
6095.0,6062.0,0.5,avg_D_W_N_S
6086.0,6095.0,0.5,avg_D_W_N_S
6088.0,6095.0,0.75,avg_D_W_N_S
6095.0,6092.0,0.75,avg_D_W_N_S
6095.0,6094.0,0.25,avg_D_W_N_S
6095.0,6096.0,0.25,avg_D_W_N_S
6095.0,7060.0,1.25,avg_D_W_N_S
6095.0,7109.0,0.25,avg_D_W_N_S
6095.0,7114.0,0.75,avg_D_W_N_S
6095.0,7116.0,0.25,avg_D_W_N_S
6095.0,7128.0,0.75,avg_D_W_N_S
6095.0,7136.0,0.5,avg_D_W_N_S
6095.0,7153.0,0.75,avg_D_W_N_S
6095.0,7163.0,0.75,avg_D_W_N_S
6095.0,8083.0,0.25,avg_D_W_N_S
4008.0,6096.0,0.5,avg_D_W_N_S
6096.0,4026.0,0.0,avg_D_W_N_S
4035.0,6096.0,1.75,avg_D_W_N_S
6096.0,5064.0,0.75,avg_D_W_N_S
6096.0,5118.0,0.5,avg_D_W_N_S
6096.0,6025.0,0.0,avg_D_W_N_S
6053.0,6096.0,0.25,avg_D_W_N_S
6088.0,6096.0,1.0,avg_D_W_N_S
6096.0,6092.0,1.0,avg_D_W_N_S
6094.0,6096.0,0.25,avg_D_W_N_S
6096.0,7060.0,0.25,avg_D_W_N_S
6096.0,7109.0,0.5,avg_D_W_N_S
6096.0,7114.0,0.0,avg_D_W_N_S
7116.0,6096.0,0.75,avg_D_W_N_S
6096.0,7128.0,0.25,avg_D_W_N_S
6096.0,7136.0,0.5,avg_D_W_N_S
6096.0,7153.0,0.0,avg_D_W_N_S
6096.0,7163.0,0.75,avg_D_W_N_S
6096.0,8083.0,0.25,avg_D_W_N_S
4008.0,7045.0,1.0,avg_D_W_N_S
4026.0,7045.0,0.75,avg_D_W_N_S
4035.0,7045.0,1.5,avg_D_W_N_S
7045.0,5064.0,0.0,avg_D_W_N_S
5087.0,7045.0,2.25,avg_D_W_N_S
5118.0,7045.0,0.75,avg_D_W_N_S
6025.0,7045.0,0.5,avg_D_W_N_S
6029.0,7045.0,0.25,avg_D_W_N_S
7045.0,6046.0,0.25,avg_D_W_N_S
6053.0,7045.0,0.5,avg_D_W_N_S
6062.0,7045.0,1.0,avg_D_W_N_S
6068.0,7045.0,0.75,avg_D_W_N_S
6086.0,7045.0,1.25,avg_D_W_N_S
6088.0,7045.0,1.75,avg_D_W_N_S
7045.0,6092.0,0.0,avg_D_W_N_S
6094.0,7045.0,0.25,avg_D_W_N_S
6095.0,7045.0,1.25,avg_D_W_N_S
6096.0,7045.0,0.75,avg_D_W_N_S
7045.0,7060.0,0.0,avg_D_W_N_S
7064.0,7045.0,0.75,avg_D_W_N_S
7109.0,7045.0,0.25,avg_D_W_N_S
7114.0,7045.0,0.5,avg_D_W_N_S
7116.0,7045.0,1.0,avg_D_W_N_S
7128.0,7045.0,0.25,avg_D_W_N_S
7136.0,7045.0,0.25,avg_D_W_N_S
7138.0,7045.0,0.5,avg_D_W_N_S
7045.0,7153.0,0.0,avg_D_W_N_S
7163.0,7045.0,0.75,avg_D_W_N_S
8083.0,7045.0,0.5,avg_D_W_N_S
7060.0,7153.0,0.0,avg_D_W_N_S
4008.0,7064.0,0.25,avg_D_W_N_S
4026.0,7064.0,0.5,avg_D_W_N_S
4035.0,7064.0,1.5,avg_D_W_N_S
7064.0,5064.0,0.25,avg_D_W_N_S
7064.0,5118.0,0.5,avg_D_W_N_S
7064.0,6025.0,0.0,avg_D_W_N_S
7064.0,6053.0,0.25,avg_D_W_N_S
7064.0,6062.0,0.0,avg_D_W_N_S
7064.0,6086.0,0.0,avg_D_W_N_S
6088.0,7064.0,1.5,avg_D_W_N_S
7064.0,6092.0,0.5,avg_D_W_N_S
7064.0,6094.0,0.75,avg_D_W_N_S
6095.0,7064.0,1.0,avg_D_W_N_S
7064.0,6096.0,0.0,avg_D_W_N_S
7064.0,7060.0,0.25,avg_D_W_N_S
7064.0,7109.0,0.25,avg_D_W_N_S
7064.0,7114.0,0.25,avg_D_W_N_S
7116.0,7064.0,1.0,avg_D_W_N_S
7064.0,7128.0,0.0,avg_D_W_N_S
7064.0,7136.0,0.0,avg_D_W_N_S
7064.0,7153.0,0.0,avg_D_W_N_S
7064.0,7163.0,0.25,avg_D_W_N_S
8083.0,7064.0,0.5,avg_D_W_N_S
7109.0,5118.0,0.0,avg_D_W_N_S
7109.0,6062.0,0.25,avg_D_W_N_S
6088.0,7109.0,1.0,avg_D_W_N_S
7109.0,6092.0,0.25,avg_D_W_N_S
7109.0,7060.0,0.25,avg_D_W_N_S
7109.0,7153.0,0.25,avg_D_W_N_S
7109.0,7163.0,0.25,avg_D_W_N_S
7114.0,5118.0,0.25,avg_D_W_N_S
6088.0,7114.0,1.75,avg_D_W_N_S
7114.0,7060.0,0.25,avg_D_W_N_S
7114.0,7109.0,0.0,avg_D_W_N_S
7114.0,7153.0,0.0,avg_D_W_N_S
7114.0,7163.0,0.0,avg_D_W_N_S
7116.0,4008.0,0.75,avg_D_W_N_S
7116.0,4026.0,0.5,avg_D_W_N_S
4035.0,7116.0,1.75,avg_D_W_N_S
7116.0,5118.0,0.5,avg_D_W_N_S
7116.0,6025.0,0.75,avg_D_W_N_S
7116.0,6053.0,1.25,avg_D_W_N_S
7116.0,6088.0,0.0,avg_D_W_N_S
7116.0,6092.0,1.0,avg_D_W_N_S
7116.0,6094.0,0.5,avg_D_W_N_S
7116.0,7060.0,0.75,avg_D_W_N_S
7116.0,7109.0,0.75,avg_D_W_N_S
7116.0,7114.0,0.5,avg_D_W_N_S
7116.0,7128.0,1.0,avg_D_W_N_S
7116.0,7136.0,1.0,avg_D_W_N_S
7116.0,7153.0,1.0,avg_D_W_N_S
7116.0,7163.0,0.5,avg_D_W_N_S
7116.0,8083.0,0.5,avg_D_W_N_S
4008.0,7128.0,0.75,avg_D_W_N_S
4026.0,7128.0,0.25,avg_D_W_N_S
4035.0,7128.0,2.25,avg_D_W_N_S
5118.0,7128.0,0.25,avg_D_W_N_S
6025.0,7128.0,0.25,avg_D_W_N_S
6053.0,7128.0,0.25,avg_D_W_N_S
6088.0,7128.0,1.5,avg_D_W_N_S
7128.0,6092.0,0.0,avg_D_W_N_S
7128.0,6094.0,0.25,avg_D_W_N_S
7128.0,7060.0,0.25,avg_D_W_N_S
7128.0,7109.0,0.0,avg_D_W_N_S
7114.0,7128.0,0.25,avg_D_W_N_S
7128.0,7153.0,0.5,avg_D_W_N_S
7128.0,7163.0,0.0,avg_D_W_N_S
8083.0,7128.0,0.75,avg_D_W_N_S
4008.0,7136.0,0.5,avg_D_W_N_S
4026.0,7136.0,0.25,avg_D_W_N_S
4035.0,7136.0,2.0,avg_D_W_N_S
5118.0,7136.0,0.25,avg_D_W_N_S
6025.0,7136.0,0.5,avg_D_W_N_S
6053.0,7136.0,0.5,avg_D_W_N_S
6088.0,7136.0,1.25,avg_D_W_N_S
7136.0,6092.0,0.0,avg_D_W_N_S
6094.0,7136.0,0.25,avg_D_W_N_S
7136.0,7060.0,0.0,avg_D_W_N_S
7109.0,7136.0,0.5,avg_D_W_N_S
7114.0,7136.0,0.25,avg_D_W_N_S
7128.0,7136.0,0.5,avg_D_W_N_S
7153.0,7136.0,0.25,avg_D_W_N_S
7163.0,7136.0,0.25,avg_D_W_N_S
8083.0,7136.0,1.0,avg_D_W_N_S
4008.0,7138.0,0.75,avg_D_W_N_S
7138.0,4026.0,0.0,avg_D_W_N_S
4035.0,7138.0,1.5,avg_D_W_N_S
5064.0,7138.0,0.5,avg_D_W_N_S
7138.0,5118.0,0.75,avg_D_W_N_S
7138.0,6025.0,0.75,avg_D_W_N_S
7138.0,6053.0,0.25,avg_D_W_N_S
7138.0,6062.0,0.75,avg_D_W_N_S
6068.0,7138.0,0.25,avg_D_W_N_S
6086.0,7138.0,1.0,avg_D_W_N_S
6088.0,7138.0,1.5,avg_D_W_N_S
7138.0,6092.0,0.75,avg_D_W_N_S
7138.0,6094.0,0.0,avg_D_W_N_S
6095.0,7138.0,1.0,avg_D_W_N_S
7138.0,6096.0,0.0,avg_D_W_N_S
7138.0,7060.0,0.5,avg_D_W_N_S
7138.0,7064.0,0.5,avg_D_W_N_S
7109.0,7138.0,0.5,avg_D_W_N_S
7138.0,7114.0,0.75,avg_D_W_N_S
7116.0,7138.0,0.75,avg_D_W_N_S
7138.0,7128.0,0.25,avg_D_W_N_S
7136.0,7138.0,0.25,avg_D_W_N_S
7138.0,7153.0,0.75,avg_D_W_N_S
7138.0,7163.0,0.5,avg_D_W_N_S
8083.0,7138.0,0.25,avg_D_W_N_S
7163.0,6092.0,0.25,avg_D_W_N_S
7060.0,7163.0,0.25,avg_D_W_N_S
7163.0,7153.0,0.0,avg_D_W_N_S
4008.0,8083.0,0.75,avg_D_W_N_S
5118.0,8083.0,0.25,avg_D_W_N_S
6088.0,8083.0,1.0,avg_D_W_N_S
8083.0,6092.0,1.0,avg_D_W_N_S
8083.0,7060.0,1.25,avg_D_W_N_S
8083.0,7109.0,0.75,avg_D_W_N_S
8083.0,7114.0,0.75,avg_D_W_N_S
8083.0,7153.0,0.5,avg_D_W_N_S
8083.0,7163.0,1.0,avg_D_W_N_S
