winner,loser,degree
7128,7138,3
7138,7128,0
7138,7128,1
7128,7138,2
7128,7138,1
7128,7138,1
7138,7128,0
7138,7128,0
7138,7128,0
7128,7138,1
7138,7128,1
7128,7138,1
7116,7114,2
7116,7114,3
7116,7114,2
7116,7114,1
7116,7114,1
7116,7114,1
7116,7114,2
7116,7114,1
7116,7114,1
7116,7114,3
7116,7114,1
7116,7114,2
7116,7114,2
7116,7114,2
7116,7114,3
7116,7114,3
7116,7114,3
7116,7114,3
6029,4008,1
4008,6029,3
4008,6029,2
4008,6029,2
6029,4008,0
4008,6029,1
4008,6029,2
4008,6029,2
4008,6029,2
4008,6029,2
4008,6029,2
4008,6029,3
4008,6029,1
4008,6029,1
6029,4008,0
6029,4008,0
4008,6029,2
4008,6029,2
6086,7128,1
6086,7128,2
7128,6086,2
6086,7128,2
7128,6086,1
6086,7128,2
6086,7128,2
7128,6086,1
6086,7128,2
7128,6086,2
6086,7128,3
6086,7128,1
6086,7128,1
6086,7128,0
6086,7128,0
6086,7128,3
6086,7128,2
6086,7128,1
6094,6062,1
6062,6094,2
6062,6094,2
6062,6094,0
6062,6094,1
6062,6094,1
6062,6094,3
6062,6094,0
6062,6094,1
6062,6094,2
6062,6094,1
6062,6094,1
6062,6094,1
6062,6094,0
6062,6094,0
6094,6062,2
6062,6094,1
6062,6094,1
7116,7138,3
7116,7138,3
7116,7138,2
7116,7138,2
7116,7138,2
7116,7138,1
7116,7138,3
7116,7138,2
7138,7116,1
7116,7138,3
7116,7138,1
7116,7138,3
7116,7138,1
7116,7138,2
7116,7138,2
7116,7138,3
7116,7138,3
7116,7138,3
4035,5118,3
4035,5118,3
4035,5118,2
5118,4035,1
4035,5118,1
4035,5118,3
4035,5118,3
4035,5118,3
4035,5118,2
4035,5118,3
4035,5118,2
4035,5118,3
4035,5118,0
4035,5118,2
4035,5118,3
4035,5118,0
7116,5118,2
7116,5118,0
7116,5118,2
7116,5118,1
7116,5118,1
7116,5118,1
7116,5118,3
7116,5118,1
7116,5118,1
7116,5118,3
7116,5118,2
7116,5118,2
7116,5118,2
7116,5118,1
7116,5118,3
7116,5118,3
7116,5118,3
7153,6046,2
7153,6046,2
6046,7153,2
6046,7153,0
6046,7153,0
6046,7153,0
7153,6046,1
6046,7153,0
7153,6046,1
7153,6046,1
7153,6046,1
6046,7153,0
6046,7153,0
6046,7153,0
6046,7153,0
7153,6046,1
5118,6096,2
5118,6096,2
6096,5118,2
6096,5118,0
5118,6096,1
6096,5118,0
6096,5118,2
6096,5118,0
6096,5118,1
5118,6096,2
5118,6096,1
6096,5118,1
6096,5118,1
6096,5118,0
5118,6096,1
5118,6096,2
5118,6096,1
7064,4026,3
7064,4026,1
4026,7064,3
4026,7064,1
4026,7064,1
4026,7064,1
7064,4026,2
7064,4026,1
4026,7064,3
7064,4026,3
4026,7064,3
7064,4026,1
7064,4026,1
7064,4026,2
4026,7064,1
4026,7064,3
7064,4026,3
6086,6062,2
6062,6086,1
6062,6086,2
6086,6062,1
6086,6062,1
6086,6062,1
6086,6062,1
6086,6062,0
6086,6062,2
6062,6086,1
6086,6062,1
6086,6062,1
6086,6062,0
6086,6062,0
6086,6062,2
6086,6062,2
6086,6062,0
8083,7138,2
8083,7138,2
7138,8083,2
7138,8083,0
8083,7138,1
7138,8083,0
8083,7138,3
8083,7138,1
7138,8083,2
8083,7138,2
8083,7138,2
8083,7138,1
8083,7138,1
8083,7138,1
8083,7138,1
8083,7138,2
8083,7138,3
4008,6025,3
4008,6025,3
4008,6025,2
6025,4008,0
4008,6025,2
4008,6025,1
4008,6025,1
4008,6025,1
4008,6025,1
4008,6025,3
4008,6025,3
4008,6025,1
4008,6025,1
4008,6025,1
4008,6025,1
4008,6025,2
4008,6025,2
7116,7163,2
7116,7163,3
7163,7116,2
7116,7163,2
7116,7163,1
7163,7116,2
7116,7163,0
7116,7163,3
7116,7163,1
7163,7116,2
7116,7163,3
7163,7116,2
7116,7163,2
7116,7163,1
7116,7163,2
7116,7163,3
7116,7163,2
7116,7163,2
7136,7163,0
7163,7136,3
7163,7136,2
7136,7163,1
7136,7163,1
7163,7136,2
7163,7136,1
7163,7136,2
7163,7136,1
7163,7136,2
7136,7163,2
7163,7136,3
7136,7163,0
7163,7136,1
7163,7136,1
7136,7163,0
7163,7136,2
7136,7163,0
7136,7163,0
7153,6053,2
6053,7153,3
6053,7153,2
6053,7153,0
7153,6053,1
7153,6053,2
6053,7153,0
6053,7153,2
6053,7153,0
6053,7153,1
6053,7153,1
7153,6053,1
6053,7153,0
6053,7153,0
6053,7153,0
6053,7153,1
6053,7153,0
6053,7153,0
6053,7153,0
7109,7114,2
7109,7114,3
7114,7109,2
7114,7109,0
7114,7109,1
7114,7109,1
7114,7109,0
7114,7109,1
7114,7109,0
7114,7109,1
7109,7114,2
7114,7109,1
7114,7109,0
7114,7109,0
7114,7109,0
7109,7114,1
7114,7109,2
7114,7109,0
7109,7114,1
7060,6094,2
7060,6094,2
6094,7060,2
6094,7060,0
6094,7060,1
7060,6094,1
6094,7060,0
7060,6094,2
6094,7060,0
7060,6094,1
7060,6094,2
7060,6094,2
6094,7060,0
7060,6094,1
7060,6094,1
6094,7060,2
7060,6094,2
7060,6094,1
6094,7060,0
4008,7045,2
4008,7045,2
4008,7045,1
7045,4008,1
4008,7045,2
4008,7045,1
4008,7045,3
4008,7045,3
4008,7045,2
4008,7045,2
4008,7045,3
4008,7045,1
4008,7045,1
7045,4008,0
7045,4008,0
4008,7045,2
4008,7045,1
4008,7045,1
4035,6062,3
4035,6062,3
4035,6062,3
4035,6062,1
4035,6062,1
4035,6062,3
4035,6062,1
4035,6062,3
4035,6062,3
4035,6062,3
4035,6062,2
4035,6062,3
4035,6062,2
4035,6062,3
4035,6062,2
6062,4035,1
4035,6062,3
4035,6062,1
6062,4035,0
6095,5064,2
5064,6095,3
6095,5064,2
6095,5064,1
6095,5064,0
6095,5064,1
6095,5064,1
5064,6095,1
6095,5064,2
5064,6095,3
5064,6095,1
5064,6095,2
5064,6095,1
5064,6095,1
5064,6095,1
6095,5064,2
6095,5064,1
6095,5064,0
6095,6046,1
6095,6046,3
6095,6046,2
6095,6046,2
6046,6095,0
6095,6046,1
6095,6046,1
6046,6095,0
6095,6046,3
6095,6046,1
6095,6046,1
6095,6046,2
6095,6046,1
6095,6046,1
6095,6046,1
6095,6046,1
6095,6046,1
6095,6046,2
6095,6046,3
6096,6092,0
6092,6096,3
6096,6092,2
6096,6092,2
6096,6092,0
6092,6096,1
6096,6092,1
6096,6092,0
6096,6092,2
6096,6092,0
6096,6092,1
6092,6096,1
6096,6092,0
6096,6092,0
6096,6092,0
6096,6092,1
6096,6092,0
6096,6092,0
6092,6096,1
7116,6046,2
7116,6046,2
7116,6046,2
7116,6046,2
7116,6046,1
7116,6046,2
7116,6046,2
7116,6046,2
7116,6046,3
7116,6046,3
7116,6046,3
7116,6046,3
7116,6046,2
7116,6046,2
7116,6046,1
7116,6046,2
7116,6046,3
7116,6046,2
7116,6046,3
6092,6046,1
6092,6046,2
6092,6046,2
6046,6092,0
6046,6092,1
6046,6092,1
6046,6092,0
6092,6046,2
6092,6046,1
6046,6092,1
6092,6046,1
6092,6046,1
6092,6046,1
6092,6046,1
6092,6046,1
6046,6092,0
6092,6046,1
6092,6046,1
6088,6086,2
6088,6086,3
6088,6086,2
6086,6088,3
6086,6088,1
6086,6088,2
6088,6086,1
6088,6086,3
6088,6086,1
6088,6086,3
6088,6086,1
6086,6088,1
6088,6086,1
6086,6088,1
6086,6088,1
6088,6086,2
6086,6088,1
6086,6088,0
7163,6094,2
6094,7163,0
7163,6094,3
7163,6094,3
6094,7163,0
7163,6094,1
7163,6094,2
7163,6094,1
7163,6094,2
7163,6094,2
7163,6094,2
7163,6094,3
7163,6094,1
7163,6094,1
7163,6094,3
7163,6094,1
7163,6094,2
7163,6094,1
7163,6094,1
8083,7128,2
8083,7128,3
8083,7128,2
7128,8083,2
7128,8083,0
8083,7128,1
7128,8083,1
7128,8083,0
8083,7128,2
8083,7128,2
7128,8083,2
8083,7128,1
8083,7128,1
7128,8083,0
8083,7128,1
8083,7128,2
8083,7128,2
8083,7128,3
8083,7128,2
6029,6094,2
6094,6029,2
6029,6094,2
6094,6029,2
6029,6094,1
6029,6094,0
6029,6094,1
6029,6094,0
6094,6029,1
6029,6094,0
6029,6094,2
6029,6094,1
6029,6094,0
6029,6094,0
6029,6094,1
6094,6029,1
6029,6094,1
6029,6094,1
6029,6094,1
6095,6068,3
6068,6095,2
6068,6095,0
6095,6068,2
6095,6068,1
6068,6095,0
6095,6068,1
6068,6095,0
6068,6095,1
6068,6095,1
6068,6095,1
6095,6068,1
6095,6068,1
6095,6068,1
6095,6068,1
6068,6095,2
6068,6095,2
6095,6068,1
6095,6068,2
7064,7045,3
7045,7064,0
7064,7045,2
7064,7045,1
7064,7045,1
7064,7045,1
7045,7064,0
7045,7064,1
7045,7064,1
7064,7045,2
7064,7045,2
7064,7045,1
7064,7045,2
7064,7045,1
7064,7045,2
7064,7045,2
7064,7045,3
7064,7045,3
7136,6096,1
7136,6096,2
6096,7136,0
6096,7136,2
7136,6096,1
6096,7136,1
7136,6096,1
6096,7136,0
7136,6096,1
6096,7136,1
6096,7136,2
7136,6096,1
6096,7136,0
6096,7136,1
6096,7136,0
7136,6096,1
6096,7136,0
7136,6096,1
7136,6096,1
7128,6096,2
7128,6096,2
6096,7128,0
6096,7128,1
6096,7128,1
6096,7128,1
6096,7128,0
6096,7128,2
6096,7128,1
7128,6096,3
7128,6096,1
6096,7128,0
6096,7128,0
6096,7128,0
6096,7128,0
6096,7128,1
6096,7128,0
6096,7128,0
6094,7109,0
7109,6094,3
6094,7109,0
6094,7109,2
7109,6094,1
7109,6094,1
7109,6094,2
6094,7109,0
7109,6094,2
7109,6094,1
7109,6094,1
7109,6094,2
7109,6094,1
7109,6094,1
7109,6094,1
6094,7109,2
7109,6094,1
7109,6094,1
7109,6094,1
4035,7114,1
4035,7114,2
4035,7114,3
4035,7114,3
7114,4035,1
4035,7114,3
4035,7114,3
4035,7114,1
4035,7114,3
4035,7114,3
4035,7114,2
4035,7114,3
4035,7114,2
4035,7114,3
4035,7114,2
4035,7114,2
4035,7114,3
4035,7114,1
4035,7114,1
6095,6094,1
6095,6094,2
6095,6094,0
6095,6094,1
6095,6094,1
6095,6094,2
6095,6094,1
6095,6094,3
6095,6094,2
6095,6094,1
6095,6094,2
6095,6094,2
6095,6094,0
6095,6094,1
6094,6095,1
6095,6094,2
6095,6094,2
6095,6094,3
6095,7136,0
7136,6095,3
6095,7136,0
7136,6095,1
6095,7136,1
6095,7136,2
6095,7136,0
6095,7136,2
6095,7136,2
7136,6095,1
6095,7136,1
6095,7136,1
6095,7136,1
6095,7136,1
7136,6095,2
6095,7136,0
6095,7136,2
6095,7136,2
4026,6068,2
6068,4026,2
6068,4026,2
4026,6068,2
4026,6068,3
4026,6068,1
6068,4026,1
6068,4026,0
4026,6068,2
4026,6068,1
6068,4026,2
4026,6068,1
4026,6068,3
6068,4026,1
6068,4026,1
6068,4026,1
4026,6068,1
6068,4026,2
6068,4026,1
7064,6029,1
7064,6029,2
7064,6029,3
6029,7064,0
7064,6029,2
6029,7064,1
7064,6029,3
7064,6029,1
7064,6029,1
7064,6029,3
7064,6029,3
7064,6029,2
7064,6029,1
7064,6029,2
7064,6029,1
7064,6029,1
6029,7064,0
7064,6029,2
7064,6029,3
7116,6025,3
6025,7116,3
7116,6025,3
7116,6025,1
7116,6025,2
7116,6025,2
7116,6025,2
7116,6025,1
6025,7116,1
7116,6025,2
7116,6025,3
7116,6025,2
7116,6025,3
7116,6025,2
7116,6025,2
7116,6025,2
7116,6025,2
7116,6025,2
7116,6025,3
6025,7153,2
7153,6025,2
7153,6025,2
6025,7153,0
7153,6025,1
6025,7153,0
6025,7153,0
7153,6025,1
7153,6025,1
7153,6025,2
7153,6025,1
7153,6025,1
6025,7153,0
6025,7153,0
6025,7153,1
6025,7153,0
7153,6025,1
7153,6025,1
5064,6092,1
5064,6092,2
5064,6092,3
5064,6092,1
5064,6092,2
5064,6092,0
5064,6092,2
5064,6092,1
5064,6092,3
5064,6092,2
5064,6092,1
5064,6092,1
5064,6092,1
5064,6092,0
5064,6092,0
5064,6092,2
5064,6092,1
5064,6092,1
6086,6025,3
6025,6086,2
6086,6025,2
6086,6025,3
6025,6086,2
6086,6025,1
6086,6025,1
6086,6025,1
6025,6086,1
6025,6086,1
6086,6025,2
6086,6025,1
6086,6025,2
6086,6025,1
6086,6025,1
6086,6025,2
6086,6025,3
6086,6025,1
6086,6025,2
4008,7136,3
4008,7136,2
4008,7136,2
4008,7136,2
4008,7136,2
4008,7136,1
4008,7136,2
4008,7136,1
4008,7136,1
4008,7136,2
4008,7136,2
4008,7136,2
4008,7136,3
7136,4008,0
7136,4008,0
7136,4008,1
4008,7136,2
7136,4008,0
4008,7136,1
6053,7136,2
6053,7136,1
7136,6053,2
7136,6053,0
6053,7136,2
7136,6053,1
6053,7136,1
7136,6053,0
7136,6053,2
6053,7136,1
7136,6053,2
7136,6053,0
6053,7136,1
6053,7136,1
7136,6053,0
7136,6053,2
7136,6053,1
7136,6053,0
7136,6053,0
7116,6062,1
7116,6062,3
7116,6062,2
7116,6062,2
7116,6062,2
7116,6062,3
7116,6062,3
7116,6062,2
6062,7116,1
7116,6062,3
7116,6062,3
7116,6062,2
7116,6062,2
7116,6062,2
7116,6062,2
7116,6062,2
7116,6062,2
7116,6062,2
7116,6062,3
4035,6086,2
6086,4035,2
6086,4035,0
4035,6086,3
4035,6086,1
4035,6086,3
4035,6086,3
4035,6086,1
4035,6086,3
4035,6086,3
4035,6086,2
6086,4035,0
4035,6086,3
4035,6086,2
4035,6086,3
6086,4035,1
6086,4035,0
4035,6086,3
6086,4035,0
6053,6088,1
6053,6088,1
6088,6053,2
6088,6053,1
6088,6053,3
6088,6053,2
6088,6053,2
6088,6053,2
6088,6053,2
6088,6053,3
6053,6088,1
6088,6053,2
6053,6088,0
6088,6053,1
6088,6053,1
6053,6088,0
6088,6053,3
6053,6088,0
7116,4035,0
4035,7116,1
4035,7116,3
4035,7116,1
4035,7116,1
4035,7116,3
7116,4035,0
4035,7116,3
4035,7116,2
7116,4035,3
4035,7116,1
4035,7116,3
7116,4035,2
4035,7116,2
7116,4035,2
7116,4035,2
4035,7116,2
7116,4035,3
8083,7060,1
8083,7060,3
8083,7060,1
7060,8083,2
8083,7060,1
8083,7060,1
8083,7060,1
8083,7060,0
8083,7060,1
8083,7060,3
8083,7060,2
8083,7060,2
8083,7060,2
8083,7060,1
8083,7060,1
8083,7060,2
8083,7060,2
8083,7060,2
8083,7060,2
7153,6096,3
6096,7153,1
6096,7153,0
6096,7153,2
7153,6096,1
6096,7153,0
6096,7153,1
6096,7153,0
6096,7153,1
6096,7153,1
6096,7153,2
6096,7153,1
7153,6096,1
6096,7153,0
6096,7153,0
6096,7153,0
7153,6096,1
6096,7153,1
6096,7153,0
6053,6086,2
6053,6086,2
6086,6053,2
6053,6086,2
6086,6053,1
6086,6053,0
6086,6053,2
6086,6053,0
6086,6053,2
6086,6053,1
6086,6053,1
6086,6053,1
6086,6053,2
6086,6053,0
6086,6053,0
6086,6053,1
6086,6053,1
6086,6053,2
6086,6053,1
5064,6053,2
5064,6053,3
5064,6053,0
5064,6053,2
6053,5064,1
5064,6053,2
6053,5064,1
5064,6053,1
5064,6053,2
5064,6053,3
5064,6053,1
6053,5064,1
5064,6053,1
5064,6053,1
5064,6053,0
5064,6053,1
5064,6053,1
5064,6053,1
4035,6092,2
4035,6092,2
4035,6092,3
4035,6092,3
4035,6092,2
4035,6092,3
4035,6092,3
4035,6092,2
4035,6092,3
4035,6092,3
4035,6092,2
4035,6092,2
4035,6092,2
4035,6092,3
4035,6092,3
4035,6092,2
4035,6092,1
4035,6092,3
6092,4035,1
6095,7163,2
6095,7163,1
6095,7163,0
7163,6095,3
7163,6095,1
7163,6095,2
6095,7163,2
7163,6095,1
6095,7163,2
7163,6095,2
6095,7163,1
6095,7163,1
7163,6095,1
7163,6095,2
7163,6095,1
7163,6095,1
6095,7163,1
7163,6095,2
6095,7163,2
7064,6086,3
6086,7064,2
7064,6086,0
6086,7064,2
7064,6086,1
7064,6086,2
6086,7064,3
7064,6086,0
6086,7064,2
7064,6086,2
7064,6086,2
7064,6086,2
7064,6086,1
6086,7064,1
7064,6086,1
6086,7064,1
7064,6086,1
7064,6086,0
7064,6086,2
7114,7045,1
7045,7114,0
7114,7045,2
7114,7045,1
7045,7114,1
7114,7045,3
7045,7114,1
7114,7045,1
7114,7045,1
7045,7114,1
7114,7045,1
7045,7114,0
7114,7045,1
7045,7114,0
7045,7114,1
7045,7114,0
7045,7114,0
7045,7114,0
6068,6025,2
6068,6025,1
6068,6025,1
6025,6068,2
6025,6068,1
6068,6025,2
6068,6025,1
6068,6025,1
6025,6068,1
6068,6025,2
6068,6025,3
6068,6025,1
6068,6025,1
6068,6025,2
6068,6025,1
6068,6025,2
6068,6025,1
6068,6025,1
6068,6025,2
6025,7138,2
6025,7138,1
6025,7138,1
7138,6025,1
7138,6025,1
7138,6025,2
7138,6025,0
7138,6025,1
6025,7138,1
6025,7138,2
6025,7138,1
7138,6025,1
6025,7138,1
7138,6025,0
6025,7138,1
7138,6025,0
7138,6025,0
7138,6025,0
5087,7138,3
7138,5087,2
5087,7138,3
5087,7138,3
5087,7138,1
5087,7138,1
5087,7138,3
5087,7138,2
5087,7138,3
5087,7138,2
5087,7138,2
5087,7138,2
5087,7138,2
5087,7138,3
5087,7138,2
5087,7138,2
5087,7138,2
5087,7138,3
5087,7138,1
5118,7138,2
5118,7138,1
7138,5118,0
7138,5118,2
5118,7138,1
5118,7138,1
7138,5118,3
7138,5118,0
7138,5118,2
5118,7138,2
5118,7138,2
7138,5118,0
5118,7138,1
5118,7138,1
7138,5118,0
5118,7138,1
7138,5118,0
5118,7138,1
5118,7138,1
4008,5064,2
5064,4008,2
4008,5064,1
5064,4008,2
4008,5064,1
5064,4008,1
4008,5064,2
4008,5064,3
5064,4008,3
5064,4008,2
5064,4008,1
5064,4008,0
4008,5064,3
5064,4008,1
5064,4008,1
4008,5064,3
5064,4008,1
4035,6025,3
4035,6025,2
4035,6025,3
4035,6025,3
4035,6025,1
4035,6025,3
4035,6025,3
4035,6025,1
4035,6025,3
4035,6025,3
4035,6025,2
4035,6025,2
4035,6025,3
4035,6025,3
4035,6025,3
4035,6025,2
4035,6025,3
6025,4035,1
7136,5064,3
5064,7136,3
5064,7136,1
5064,7136,2
5064,7136,0
5064,7136,1
5064,7136,2
7136,5064,1
5064,7136,2
5064,7136,2
5064,7136,2
5064,7136,1
5064,7136,1
5064,7136,2
5064,7136,1
5064,7136,0
5064,7136,1
6029,7060,1
6029,7060,2
6029,7060,0
7060,6029,2
6029,7060,1
7060,6029,1
7060,6029,2
6029,7060,0
6029,7060,2
6029,7060,1
6029,7060,1
6029,7060,0
6029,7060,0
6029,7060,1
7060,6029,1
6029,7060,0
6029,7060,0
6029,7060,0
5118,6092,1
6092,5118,2
5118,6092,1
6092,5118,2
6092,5118,1
6092,5118,1
6092,5118,1
5118,6092,0
5118,6092,2
5118,6092,2
6092,5118,2
5118,6092,1
5118,6092,0
5118,6092,1
5118,6092,0
5118,6092,1
5118,6092,1
5118,6092,0
7064,6053,2
7064,6053,2
7064,6053,0
6053,7064,2
7064,6053,1
7064,6053,2
6053,7064,1
7064,6053,0
6053,7064,1
7064,6053,2
6053,7064,2
7064,6053,2
7064,6053,1
7064,6053,2
7064,6053,0
7064,6053,1
7064,6053,2
7064,6053,2
7064,7136,0
7064,7136,3
7064,7136,1
7064,7136,2
7136,7064,2
7064,7136,0
7136,7064,2
7064,7136,2
7064,7136,1
7064,7136,2
7064,7136,1
7064,7136,2
7064,7136,1
7064,7136,1
7064,7136,2
7064,7136,2
4008,4026,2
4008,4026,2
4026,4008,2
4026,4008,3
4008,4026,1
4008,4026,1
4026,4008,3
4026,4008,0
4026,4008,2
4008,4026,2
4008,4026,2
4008,4026,1
4008,4026,1
4026,4008,2
4008,4026,1
4026,4008,2
4026,4008,2
4008,4026,2
7128,7153,1
7128,7153,0
7153,7128,2
7128,7153,0
7128,7153,1
7128,7153,1
7153,7128,1
7128,7153,0
7128,7153,2
7128,7153,0
7128,7153,2
7128,7153,2
7153,7128,1
7128,7153,0
7128,7153,0
7153,7128,2
7153,7128,1
4026,8083,2
4026,8083,2
8083,4026,2
4026,8083,3
4026,8083,2
8083,4026,1
4026,8083,3
4026,8083,3
4026,8083,1
4026,8083,2
8083,4026,2
8083,4026,2
4026,8083,3
4026,8083,0
8083,4026,1
8083,4026,1
4026,8083,1
8083,4026,2
7153,7116,2
7116,7153,2
7116,7153,2
7116,7153,2
7116,7153,2
7116,7153,2
7153,7116,1
7153,7116,1
7116,7153,1
7116,7153,3
7116,7153,2
7116,7153,3
7116,7153,2
7116,7153,2
7116,7153,2
7116,7153,2
7116,7153,3
7116,7153,2
7163,5064,2
5064,7163,1
5064,7163,2
7163,5064,1
5064,7163,1
5064,7163,2
7163,5064,1
7163,5064,1
7163,5064,1
5064,7163,2
7163,5064,3
5064,7163,2
7163,5064,1
5064,7163,1
5064,7163,1
5064,7163,1
7109,6046,1
6046,7109,0
7109,6046,2
6046,7109,2
7109,6046,2
7109,6046,1
7109,6046,2
7109,6046,1
6046,7109,0
7109,6046,2
7109,6046,1
7109,6046,1
7109,6046,1
7109,6046,1
6046,7109,0
6046,7109,0
6046,7109,0
6046,7109,0
6046,6053,1
6046,6053,0
6053,6046,2
6046,6053,2
6053,6046,1
6053,6046,1
6053,6046,2
6053,6046,2
6053,6046,1
6053,6046,1
6053,6046,1
6053,6046,2
6053,6046,1
6053,6046,1
6046,6053,0
6053,6046,1
6046,6053,0
6053,6046,1
7064,7114,2
7064,7114,0
7064,7114,2
7064,7114,2
7064,7114,0
7064,7114,2
7114,7064,3
7114,7064,3
7064,7114,0
7064,7114,3
7064,7114,1
7064,7114,1
7114,7064,1
7064,7114,2
7064,7114,1
7064,7114,1
7064,7114,1
7064,7114,2
5118,6094,2
6094,5118,0
5118,6094,2
6094,5118,2
5118,6094,1
5118,6094,1
5118,6094,2
5118,6094,1
5118,6094,1
6094,5118,2
6094,5118,2
6094,5118,1
5118,6094,1
5118,6094,1
5118,6094,1
6094,5118,0
5118,6094,2
5118,6094,2
6094,7128,2
7128,6094,2
7128,6094,1
6094,7128,2
7128,6094,0
7128,6094,0
7128,6094,2
6094,7128,1
7128,6094,0
7128,6094,1
6094,7128,1
7128,6094,2
7128,6094,1
7128,6094,1
7128,6094,0
7128,6094,0
7128,6094,1
7128,6094,0
7128,6094,1
6068,7060,2
6068,7060,3
6068,7060,1
7060,6068,2
7060,6068,1
6068,7060,2
6068,7060,2
6068,7060,2
6068,7060,0
6068,7060,3
6068,7060,2
6068,7060,1
6068,7060,1
6068,7060,1
6068,7060,1
6068,7060,0
6068,7060,1
6068,7060,1
6068,7060,1
7114,7153,0
7153,7114,2
7114,7153,0
7114,7153,1
7114,7153,0
7114,7153,2
7114,7153,2
7114,7153,1
7114,7153,2
7153,7114,2
7153,7114,1
7114,7153,1
7153,7114,1
7114,7153,0
7114,7153,1
7114,7153,0
7153,7114,2
7153,7114,1
7136,7060,1
7060,7136,2
7136,7060,2
7136,7060,2
7136,7060,0
7060,7136,1
7136,7060,1
7136,7060,1
7136,7060,1
7136,7060,3
7136,7060,2
7060,7136,2
7060,7136,1
7136,7060,1
7136,7060,0
7060,7136,1
7060,7136,1
7136,7060,2
7136,7060,0
6095,7109,1
7109,6095,2
6095,7109,0
6095,7109,2
6095,7109,0
6095,7109,0
6095,7109,2
6095,7109,2
6095,7109,0
6095,7109,2
6095,7109,0
7109,6095,2
6095,7109,1
6095,7109,2
6095,7109,1
6095,7109,0
6095,7109,1
6095,7109,2
6095,7109,2
7136,7128,1
7136,7128,2
7136,7128,1
7128,7136,1
7128,7136,1
7128,7136,2
7128,7136,2
7128,7136,1
7136,7128,2
7136,7128,2
7128,7136,1
7136,7128,1
7136,7128,1
7136,7128,0
7128,7136,1
7136,7128,1
7136,7128,0
6095,6092,2
6095,6092,2
6095,6092,0
6095,6092,2
6095,6092,2
6092,6095,1
6095,6092,3
6095,6092,2
6095,6092,0
6095,6092,2
6095,6092,1
6095,6092,1
6095,6092,1
6095,6092,2
6095,6092,0
6095,6092,0
6095,6092,1
6095,6092,2
6095,6092,2
8083,7153,3
8083,7153,2
8083,7153,0
8083,7153,2
7153,8083,1
8083,7153,1
7153,8083,2
8083,7153,1
8083,7153,0
8083,7153,2
8083,7153,2
8083,7153,2
8083,7153,1
8083,7153,2
8083,7153,1
8083,7153,1
8083,7153,2
8083,7153,2
8083,7153,1
